净值日期,单位净值,日增长率,累计净值
2024-04-02,1.0239,0.14,1.0239
2024-04-03,1.0251,0.12,1.0251
2024-04-08,1.0234,-0.17,1.0234
2024-04-09,1.0213,-0.21,1.0213
2024-04-10,1.022,0.07,1.022
2024-04-11,1.0284,0.63,1.0284
2024-04-12,1.0138,-1.42,1.0138
2024-04-15,1.0025,-1.11,1.0025
2024-04-16,0.9999,-0.26,0.9999
2024-04-17,0.9948,-0.51,0.9948
2024-04-18,0.9941,-0.07,0.9941
2024-04-19,0.9813,-1.29,0.9813
2024-04-22,0.9921,1.1,0.9921
2024-04-23,1.0061,1.41,1.0061
2024-04-24,1.0092,0.31,1.0092
2024-04-25,1.0064,-0.28,1.0064
2024-04-26,1.0249,1.84,1.0249
2024-04-29,1.0241,-0.08,1.0241
2024-04-30,1.0128,-1.1,1.0128
2024-05-06,1.0479,3.47,1.0479
2024-05-07,1.0468,-0.1,1.0468
2024-05-08,1.0472,0.04,1.0472
2024-05-09,1.0566,0.9,1.0566
2024-05-10,1.0614,0.45,1.0614
2024-05-13,1.0619,0.05,1.0619
2024-05-14,1.0667,0.45,1.0667
2024-05-15,1.0785,1.11,1.0785
2024-05-16,1.0769,-0.15,1.0769
2024-05-17,1.0808,0.36,1.0808
2024-05-20,1.0848,0.37,1.0848
2024-05-21,1.0832,-0.15,1.0832
2024-05-22,1.0813,-0.18,1.0813
2024-05-23,1.0758,-0.51,1.0758
2024-05-24,1.0812,0.5,1.0812
2024-05-27,1.0843,0.29,1.0843
2024-05-28,1.0892,0.45,1.0892
2024-05-29,1.0803,-0.82,1.0803
2024-05-30,1.0704,-0.92,1.0704
2024-05-31,1.068,-0.22,1.068
2024-06-03,1.0742,0.58,1.0742
2024-06-04,1.0751,0.08,1.0751
2024-06-05,1.0876,1.16,1.0876
2024-06-06,1.0867,-0.08,1.0867
2024-06-07,1.0839,-0.26,1.0839
2024-06-11,1.0904,0.6,1.0904
2024-06-12,1.0978,0.68,1.0978
2024-06-13,1.1012,0.31,1.1012
2024-06-14,1.0984,-0.25,1.0984
2024-06-17,1.1024,0.36,1.1024
2024-06-18,1.1047,0.21,1.1047
2024-06-19,1.1114,0.61,1.1114
2024-06-20,1.107,-0.4,1.107
2024-06-21,1.1011,-0.53,1.1011
2024-06-24,1.0944,-0.61,1.0944
2024-06-25,1.1053,1.0,1.1053
2024-06-26,1.1069,0.14,1.1069
2024-06-27,1.105,-0.17,1.105
2024-06-28,1.0994,-0.51,1.0994
2024-06-30,1.0993,-0.01,1.0993
2024-07-01,1.1047,0.49,1.1047
2024-07-02,1.1111,0.58,1.1111
2024-07-03,1.1186,0.68,1.1186
2024-07-04,1.1202,0.14,1.1202
2024-07-05,1.1244,0.37,1.1244
2024-07-08,1.1245,0.01,1.1245
2024-07-09,1.1255,0.09,1.1255
2024-07-10,1.1322,0.6,1.1322
2024-07-11,1.1212,-0.97,1.1212
2024-07-12,1.128,0.61,1.128
2024-07-15,1.1263,-0.15,1.1263
2024-07-16,1.1237,-0.23,1.1237
2024-07-17,1.0996,-2.14,1.0996
2024-07-18,1.0922,-0.67,1.0922
2024-07-19,1.0824,-0.9,1.0824
2024-07-22,1.095,1.16,1.095
2024-07-23,1.0939,-0.1,1.0939
2024-07-24,1.0728,-1.93,1.0728
2024-07-25,1.0595,-1.24,1.0595
2024-07-26,1.0647,0.49,1.0647
2024-07-29,1.0674,0.25,1.0674
2024-07-30,1.0585,-0.83,1.0585
2024-07-31,1.0776,1.8,1.0776
2024-08-01,1.0645,-1.22,1.0645
2024-08-02,1.0414,-2.17,1.0414
2024-08-05,1.0155,-2.49,1.0155
2024-08-06,1.0242,0.86,1.0242
2024-08-07,1.0232,-0.1,1.0232
2024-08-08,1.0436,1.99,1.0436
2024-08-09,1.0514,0.75,1.0514
2024-08-12,1.0534,0.19,1.0534
2024-08-13,1.0675,1.34,1.0675
2024-08-14,1.0687,0.11,1.0687
2024-08-15,1.0818,1.23,1.0818
2024-08-16,1.0872,0.5,1.0872
2024-08-19,1.0949,0.71,1.0949
2024-08-20,1.0909,-0.37,1.0909
2024-08-21,1.0916,0.06,1.0916
2024-08-22,1.0858,-0.53,1.0858
2024-08-23,1.0959,0.93,1.0959
2024-08-26,1.0884,-0.68,1.0884
2024-08-27,1.0918,0.31,1.0918
2024-08-28,1.0831,-0.8,1.0831
2024-08-29,1.0872,0.38,1.0872
2024-08-30,1.0944,0.66,1.0944
2024-09-02,1.0906,-0.35,1.0906
2024-09-03,1.072,-1.71,1.072
2024-09-04,1.068,-0.37,1.068
2024-09-05,1.0638,-0.39,1.0638
2024-09-06,1.0472,-1.56,1.0472
2024-09-09,1.0519,0.45,1.0519
2024-09-10,1.0572,0.5,1.0572
2024-09-11,1.067,0.93,1.067
2024-09-12,1.0768,0.92,1.0768
2024-09-13,1.0794,0.24,1.0794
2024-09-18,1.0787,-0.06,1.0787
2024-09-19,1.0987,1.85,1.0987
2024-09-20,1.0944,-0.39,1.0944
2024-09-23,1.0943,-0.01,1.0943
2024-09-24,1.1048,0.96,1.1048
2024-09-25,1.1012,-0.33,1.1012
2024-09-26,1.1143,1.19,1.1143
2024-09-27,1.1124,-0.17,1.1124
2024-09-30,1.1198,0.67,1.1198
2024-10-08,1.1275,0.69,1.1275
2024-10-09,1.1268,-0.06,1.1268
2024-10-10,1.1362,0.83,1.1362
2024-10-11,1.1427,0.57,1.1427
2024-10-14,1.1465,0.33,1.1465
2024-10-15,1.1337,-1.12,1.1337
2024-10-16,1.1417,0.71,1.1417
2024-10-17,1.1406,-0.1,1.1406
2024-10-18,1.1527,1.06,1.1527
2024-10-21,1.1444,-0.72,1.1444
2024-10-22,1.1488,0.38,1.1488
2024-10-23,1.1436,-0.45,1.1436
2024-10-24,1.1414,-0.19,1.1414
2024-10-25,1.139,-0.21,1.139
2024-10-28,1.1453,0.55,1.1453
2024-10-29,1.1522,0.6,1.1522
2024-10-30,1.1485,-0.32,1.1485
2024-10-31,1.1273,-1.85,1.1273
2024-11-01,1.1333,0.53,1.1333
2024-11-04,1.1306,-0.24,1.1306
2024-11-05,1.1433,1.12,1.1433
2024-11-06,1.1621,1.64,1.1621
2024-11-07,1.1858,2.04,1.1858
2024-11-08,1.1817,-0.35,1.1817
2024-11-11,1.1849,0.27,1.1849
2024-11-12,1.1796,-0.45,1.1796
2024-11-13,1.1792,-0.03,1.1792
2024-11-14,1.1704,-0.75,1.1704
2024-11-15,1.1607,-0.83,1.1607
2024-11-18,1.1655,0.41,1.1655
2024-11-19,1.1737,0.7,1.1737
2024-11-20,1.1744,0.06,1.1744
2024-11-21,1.1777,0.28,1.1777
2024-11-22,1.1775,-0.02,1.1775
2024-11-25,1.1784,0.08,1.1784
2024-11-26,1.1833,0.42,1.1833
2024-11-27,1.1829,-0.03,1.1829
2024-11-28,1.1788,-0.35,1.1788
2024-11-29,1.1841,0.45,1.1841
2024-12-02,1.1889,0.41,1.1889
2024-12-03,1.1972,0.7,1.1972
2024-12-04,1.2064,0.77,1.2064
2024-12-05,1.2034,-0.25,1.2034
2024-12-06,1.214,0.88,1.214
2024-12-09,1.21,-0.33,1.21
2024-12-10,1.2054,-0.38,1.2054
2024-12-11,1.215,0.8,1.215
2024-12-12,1.2126,-0.2,1.2126
2024-12-13,1.2093,-0.27,1.2093
2024-12-16,1.2151,0.48,1.2151
2024-12-17,1.208,-0.58,1.208
2024-12-18,1.1786,-2.43,1.1786
2024-12-19,1.1798,0.1,1.1798
2024-12-20,1.1888,0.76,1.1888
2024-12-23,1.195,0.52,1.195
2024-12-24,1.2071,1.01,1.2071
2024-12-25,1.2069,-0.02,1.2069
2024-12-26,1.207,0.01,1.207
2024-12-27,1.1944,-1.04,1.1944
2024-12-30,1.1846,-0.82,1.1846
2024-12-31,1.1797,-0.41,1.1797
2025-01-02,1.1764,-0.28,1.1764
2025-01-03,1.1909,1.23,1.1909
2025-01-06,1.1989,0.67,1.1989
2025-01-07,1.183,-1.33,1.183
2025-01-08,1.1818,-0.1,1.1818
2025-01-09,1.181,-0.07,1.181
2025-01-10,1.168,-1.1,1.168
2025-01-13,1.1615,-0.56,1.1615
2025-01-14,1.168,0.56,1.168
2025-01-15,1.1868,1.61,1.1868
2025-01-16,1.1883,0.13,1.1883
2025-01-17,1.1991,0.91,1.1991
2025-01-20,1.2031,0.33,1.2031
2025-01-21,1.2134,0.86,1.2134
2025-01-22,1.2156,0.18,1.2156
2025-01-23,1.2195,0.32,1.2195
2025-01-24,1.2207,0.1,1.2207
2025-01-27,1.1938,-2.2,1.1938
2025-02-05,1.2235,2.49,1.2235
2025-02-06,1.2283,0.39,1.2283
2025-02-07,1.2229,-0.44,1.2229
2025-02-10,1.2293,0.52,1.2293
2025-02-11,1.2222,-0.58,1.2222
2025-02-12,1.2254,0.26,1.2254
2025-02-13,1.231,0.46,1.231
2025-02-14,1.2409,0.8,1.2409
2025-02-17,1.2413,0.03,1.2413
2025-02-18,1.2464,0.41,1.2464
2025-02-19,1.2442,-0.18,1.2442
2025-02-20,1.2288,-1.24,1.2288
2025-02-21,1.2156,-1.07,1.2156
2025-02-24,1.21,-0.46,1.21
2025-02-25,1.1983,-0.97,1.1983
2025-02-26,1.2107,1.03,1.2107
2025-02-27,1.194,-1.38,1.194
2025-02-28,1.1974,0.28,1.1974
2025-03-03,1.1821,-1.28,1.1821
2025-03-04,1.168,-1.19,1.168
2025-03-05,1.184,1.37,1.184
2025-03-06,1.1736,-0.88,1.1736
2025-03-07,1.1708,-0.24,1.1708
2025-03-10,1.1412,-2.53,1.1412
2025-03-11,1.1381,-0.27,1.1381
2025-03-12,1.1417,0.32,1.1417
2025-03-13,1.1294,-1.08,1.1294
2025-03-14,1.1546,2.23,1.1546
2025-03-17,1.1637,0.79,1.1637
2025-03-18,1.1635,-0.02,1.1635
2025-03-19,1.1743,0.93,1.1743
2025-03-20,1.1681,-0.53,1.1681
2025-03-21,1.1623,-0.5,1.1623
2025-03-24,1.1818,1.68,1.1818
2025-03-25,1.1779,-0.33,1.1779
2025-03-26,1.1672,-0.91,1.1672
2025-03-27,1.1641,-0.27,1.1641
2025-03-28,1.146,-1.55,1.146
2025-03-31,1.1442,-0.16,1.1442
2025-04-01,1.1489,0.41,1.1489
2025-04-02,1.156,0.62,1.156
2025-04-03,1.1117,-3.83,1.1117
2025-04-07,1.0315,-7.21,1.0315
2025-04-08,1.0278,-0.36,1.0278
2025-04-09,1.0964,6.67,1.0964
2025-04-10,1.0746,-1.99,1.0746
2025-04-11,1.0902,1.45,1.0902
2025-04-14,1.1018,1.06,1.1018
2025-04-15,1.1018,0.0,1.1018
2025-04-16,1.0815,-1.84,1.0815
2025-04-17,1.0843,0.26,1.0843
2025-04-18,1.0839,-0.04,1.0839
2025-04-21,1.0647,-1.77,1.0647
2025-04-22,1.0865,2.05,1.0865
2025-04-23,1.1068,1.87,1.1068
2025-04-24,1.1194,1.14,1.1194
2025-04-25,1.1248,0.48,1.1248
2025-04-28,1.1261,0.12,1.1261
2025-04-29,1.1319,0.52,1.1319
2025-04-30,1.1329,0.09,1.1329
2025-05-06,1.1483,1.36,1.1483
2025-05-07,1.1517,0.3,1.1517
2025-05-08,1.1556,0.34,1.1556
2025-05-09,1.1542,-0.12,1.1542
2025-05-12,1.1846,2.63,1.1846
2025-05-13,1.1846,0.0,1.1846
2025-05-14,1.1899,0.45,1.1899
2025-05-15,1.1897,-0.02,1.1897
2025-05-16,1.1961,0.54,1.1961
2025-05-19,1.1973,0.1,1.1973
2025-05-20,1.1979,0.05,1.1979
2025-05-21,1.1857,-1.02,1.1857
2025-05-22,1.1826,-0.26,1.1826
2025-05-23,1.1796,-0.25,1.1796
2025-05-26,1.1733,-0.53,1.1733
2025-05-27,1.192,1.59,1.192
2025-05-28,1.1858,-0.52,1.1858
2025-05-29,1.1905,0.4,1.1905
2025-05-30,1.1876,-0.24,1.1876
2025-06-03,1.1996,1.01,1.1996
2025-06-04,1.2025,0.24,1.2025
2025-06-05,1.2011,-0.12,1.2011
2025-06-06,1.2086,0.62,1.2086
2025-06-09,1.2127,0.34,1.2127
2025-06-10,1.213,0.02,1.213
2025-06-11,1.2133,0.02,1.2133
2025-06-12,1.2124,-0.07,1.2124
2025-06-13,1.1991,-1.1,1.1991
2025-06-16,1.2103,0.93,1.2103
2025-06-17,1.2025,-0.64,1.2025
2025-06-18,1.1993,-0.27,1.1993
2025-06-19,1.1935,-0.48,1.1935
2025-06-20,1.1934,-0.01,1.1934
2025-06-23,1.2033,0.83,1.2033
2025-06-24,1.2191,1.31,1.2191
2025-06-25,1.2204,0.11,1.2204
2025-06-26,1.2284,0.66,1.2284
2025-06-27,1.2347,0.51,1.2347
2025-06-30,1.2363,0.13,1.2363
2025-07-01,1.2286,-0.62,1.2286
2025-07-02,1.2327,0.33,1.2327
2025-07-03,1.24,0.59,1.24
2025-07-04,1.2398,-0.02,1.2398
2025-07-07,1.2345,-0.43,1.2345
2025-07-08,1.2337,-0.06,1.2337
2025-07-09,1.2381,0.36,1.2381
2025-07-10,1.2387,0.05,1.2387
2025-07-11,1.2355,-0.26,1.2355
2025-07-14,1.2418,0.51,1.2418
2025-07-15,1.2433,0.12,1.2433
2025-07-16,1.2459,0.21,1.2459
2025-07-17,1.2511,0.42,1.2511
2025-07-18,1.257,0.47,1.257
2025-07-21,1.26,0.24,1.26
2025-07-22,1.2583,-0.13,1.2583
2025-07-23,1.2719,1.08,1.2719
2025-07-24,1.273,0.09,1.273
2025-07-25,1.2757,0.21,1.2757
2025-07-28,1.2794,0.29,1.2794
2025-07-29,1.2768,-0.2,1.2768
2025-07-30,1.2736,-0.25,1.2736
2025-07-31,1.2699,-0.29,1.2699
2025-08-01,1.2468,-1.82,1.2468
2025-08-04,1.2652,1.48,1.2652
2025-08-05,1.2598,-0.43,1.2598
2025-08-06,1.2686,0.7,1.2686
2025-08-07,1.2685,-0.01,1.2685
2025-08-08,1.2723,0.3,1.2723
2025-08-11,1.2697,-0.2,1.2697
2025-08-12,1.2852,1.22,1.2852
2025-08-13,1.289,0.3,1.289
2025-08-14,1.2871,-0.15,1.2871
2025-08-15,1.283,-0.32,1.283
2025-08-18,1.2838,0.06,1.2838
2025-08-19,1.2707,-1.02,1.2707
2025-08-20,1.2661,-0.36,1.2661
2025-08-21,1.2605,-0.44,1.2605
2025-08-22,1.2797,1.52,1.2797
2025-08-25,1.2791,-0.05,1.2791
2025-08-26,1.283,0.3,1.283
2025-08-27,1.2802,-0.22,1.2802
2025-08-28,1.2845,0.34,1.2845
2025-08-29,1.2738,-0.83,1.2738
2025-09-01,1.2798,0.47,1.2798
2025-09-02,1.2716,-0.64,1.2716
2025-09-03,1.2777,0.48,1.2777
2025-09-04,1.2848,0.56,1.2848
2025-09-05,1.2882,0.26,1.2882
2025-09-08,1.2959,0.6,1.2959
2025-09-09,1.3036,0.59,1.3036
2025-09-10,1.3118,0.63,1.3118
2025-09-11,1.3157,0.3,1.3157
2025-09-12,1.3206,0.37,1.3206
2025-09-15,1.33,0.71,1.33
2025-09-16,1.3281,-0.14,1.3281
2025-09-17,1.3319,0.29,1.3319
2025-09-18,1.3357,0.29,1.3357
2025-09-19,1.3427,0.52,1.3427
2025-09-22,1.3449,0.16,1.3449
2025-09-23,1.3336,-0.84,1.3336
2025-09-24,1.3338,0.01,1.3338
2025-09-25,1.3296,-0.31,1.3296
2025-09-26,1.3286,-0.08,1.3286
2025-09-29,1.3374,0.66,1.3374
2025-09-30,1.3518,1.08,1.3518
2025-10-09,1.3683,1.22,1.3683
2025-10-10,1.3271,-3.01,1.3271
2025-10-13,1.3437,1.25,1.3437
2025-10-14,1.3335,-0.76,1.3335
2025-10-15,1.3457,0.91,1.3457
2025-10-16,1.3382,-0.56,1.3382
2025-10-17,1.3301,-0.61,1.3301
2025-10-20,1.3494,1.45,1.3494
2025-10-21,1.3477,-0.13,1.3477
2025-10-22,1.3353,-0.92,1.3353
2025-10-23,1.3479,0.94,1.3479
2025-10-24,1.3624,1.08,1.3624
2025-10-27,1.3795,1.26,1.3795
2025-10-28,1.381,0.11,1.381
2025-10-29,1.3867,0.41,1.3867
2025-10-30,1.3704,-1.18,1.3704
2025-10-31,1.3719,0.11,1.3719
2025-11-03,1.3753,0.25,1.3753
2025-11-04,1.35,-1.84,1.35
2025-11-05,1.3584,0.62,1.3584
2025-11-06,1.3484,-0.74,1.3484
2025-11-07,1.3445,-0.29,1.3445
2025-11-10,1.3724,2.08,1.3724
2025-11-11,1.3694,-0.22,1.3694
2025-11-12,1.3713,0.14,1.3713
2025-11-13,1.3458,-1.86,1.3458
2025-11-14,1.3395,-0.47,1.3395
2025-11-17,1.326,-1.01,1.326
2025-11-18,1.3109,-1.14,1.3109
2025-11-19,1.318,0.54,1.318
2025-11-20,1.2938,-1.84,1.2938
2025-11-21,1.2935,-0.02,1.2935
2025-11-24,1.3265,2.55,1.3265
2025-11-25,1.3382,0.88,1.3382
2025-11-26,1.3474,0.69,1.3474
2025-11-27,1.3472,-0.01,1.3472
2025-11-28,1.3556,0.62,1.3556
2025-12-01,1.3478,-0.58,1.3478
2025-12-02,1.3541,0.47,1.3541
2025-12-03,1.3523,-0.13,1.3523
2025-12-04,1.3585,0.46,1.3585
2025-12-05,1.3652,0.49,1.3652
2025-12-08,1.3613,-0.29,1.3613
2025-12-09,1.3561,-0.38,1.3561
2025-12-10,1.3666,0.77,1.3666
2025-12-11,1.3667,0.01,1.3667
2025-12-12,1.3466,-1.47,1.3466
2025-12-15,1.338,-0.64,1.338
2025-12-16,1.3298,-0.61,1.3298
2025-12-17,1.3128,-1.28,1.3128
2025-12-18,1.3261,1.01,1.3261
2025-12-19,1.3447,1.4,1.3447
2025-12-22,1.3552,0.78,1.3552
2025-12-23,1.359,0.28,1.359
2025-12-24,1.3617,0.2,1.3617
2025-12-25,1.3602,-0.11,1.3602
2025-12-26,1.3584,-0.13,1.3584
2025-12-29,1.3501,-0.61,1.3501
2025-12-30,1.3516,0.11,1.3516
2025-12-31,1.3406,-0.81,1.3406
2026-01-05,1.3639,1.74,1.3639
2026-01-06,1.3805,1.22,1.3805
2026-01-07,1.3752,-0.38,1.3752
2026-01-08,1.3632,-0.87,1.3632
2026-01-09,1.3754,0.89,1.3754
2026-01-12,1.3869,0.84,1.3869
2026-01-13,1.3911,0.3,1.3911
2026-01-14,1.3817,-0.68,1.3817
2026-01-15,1.3846,0.21,1.3846
2026-01-16,1.3856,0.07,1.3856
2026-01-19,1.3823,-0.24,1.3823
2026-01-20,1.3597,-1.63,1.3597
2026-01-21,1.3733,1.0,1.3733
2026-01-22,1.3785,0.38,1.3785
2026-01-23,1.375,-0.25,1.375
2026-01-26,1.3775,0.18,1.3775
2026-01-27,1.3923,1.07,1.3923
2026-01-28,1.4029,0.76,1.4029
2026-01-29,1.4017,-0.09,1.4017
2026-01-30,1.3785,-1.66,1.3785
2026-02-02,1.3833,0.35,1.3833
2026-02-03,1.3775,-0.42,1.3775
2026-02-04,1.3508,-1.94,1.3508
2026-02-05,1.3398,-0.81,1.3398
2026-02-06,1.3667,2.01,1.3667
2026-02-09,1.3825,1.16,1.3825
2026-02-10,1.3742,-0.6,1.3742
2026-02-11,1.3771,0.21,1.3771
2026-02-12,1.3561,-1.52,1.3561
2026-02-13,1.3503,-0.43,1.3503
2026-02-24,1.377,1.98,1.377
2026-02-25,1.3907,0.99,1.3907
2026-02-26,1.3705,-1.45,1.3705
2026-02-27,1.3664,-0.3,1.3664
