净值日期,单位净值,日增长率,累计净值
2024-01-22,2.31,-1.99,2.31
2024-01-23,2.319,0.39,2.319
2024-01-24,2.352,1.42,2.352
2024-01-25,2.408,2.38,2.408
2024-01-26,2.404,-0.17,2.404
2024-01-29,2.386,-0.75,2.386
2024-01-30,2.351,-1.47,2.351
2024-01-31,2.337,-0.6,2.337
2024-02-01,2.326,-0.47,2.326
2024-02-02,2.3,-1.12,2.3
2024-02-05,2.322,0.96,2.322
2024-02-06,2.393,3.06,2.393
2024-02-07,2.429,1.5,2.429
2024-02-08,2.451,0.91,2.451
2024-02-19,2.463,0.49,2.463
2024-02-20,2.464,0.04,2.464
2024-02-21,2.498,1.38,2.498
2024-02-22,2.521,0.92,2.521
2024-02-23,2.52,-0.04,2.52
2024-02-26,2.494,-1.03,2.494
2024-02-27,2.517,0.92,2.517
2024-02-28,2.485,-1.27,2.485
2024-02-29,2.522,1.49,2.522
2024-03-01,2.526,0.16,2.526
2024-03-04,2.528,0.08,2.528
2024-03-05,2.559,1.23,2.559
2024-03-06,2.544,-0.59,2.544
2024-03-07,2.533,-0.43,2.533
2024-03-08,2.541,0.32,2.541
2024-03-11,2.57,1.14,2.57
2024-03-12,2.58,0.39,2.58
2024-03-13,2.556,-0.93,2.556
2024-03-14,2.557,0.04,2.557
2024-03-15,2.551,-0.23,2.551
2024-03-18,2.564,0.51,2.564
2024-03-19,2.56,-0.16,2.56
2024-03-20,2.564,0.16,2.564
2024-03-21,2.557,-0.27,2.557
2024-03-22,2.538,-0.74,2.538
2024-03-25,2.539,0.04,2.539
2024-03-26,2.549,0.39,2.549
2024-03-27,2.528,-0.82,2.528
2024-03-28,2.537,0.36,2.537
2024-03-29,2.555,0.71,2.555
2024-04-01,2.598,1.68,2.598
2024-04-02,2.586,-0.46,2.586
2024-04-03,2.589,0.12,2.589
2024-04-08,2.565,-0.93,2.565
2024-04-09,2.557,-0.31,2.557
2024-04-10,2.547,-0.39,2.547
2024-04-11,2.55,0.12,2.55
2024-04-12,2.521,-1.14,2.521
2024-04-15,2.583,2.46,2.583
2024-04-16,2.567,-0.62,2.567
2024-04-17,2.592,0.97,2.592
2024-04-18,2.604,0.46,2.604
2024-04-19,2.598,-0.23,2.598
2024-04-22,2.592,-0.23,2.592
2024-04-23,2.569,-0.89,2.569
2024-04-24,2.583,0.54,2.583
2024-04-25,2.588,0.19,2.588
2024-04-26,2.63,1.62,2.63
2024-04-29,2.662,1.22,2.662
2024-04-30,2.653,-0.34,2.653
2024-05-06,2.688,1.32,2.688
2024-05-07,2.691,0.11,2.691
2024-05-08,2.66,-1.15,2.66
2024-05-09,2.685,0.94,2.685
2024-05-10,2.69,0.19,2.69
2024-05-13,2.685,-0.19,2.685
2024-05-14,2.682,-0.11,2.682
2024-05-15,2.677,-0.19,2.677
2024-05-16,2.687,0.37,2.687
2024-05-17,2.716,1.08,2.716
2024-05-20,2.718,0.07,2.718
2024-05-21,2.712,-0.22,2.712
2024-05-22,2.715,0.11,2.715
2024-05-23,2.686,-1.07,2.686
2024-05-24,2.659,-1.01,2.659
2024-05-27,2.678,0.71,2.678
2024-05-28,2.647,-1.16,2.647
2024-05-29,2.64,-0.26,2.64
2024-05-30,2.624,-0.61,2.624
2024-05-31,2.623,-0.04,2.623
2024-06-03,2.629,0.23,2.629
2024-06-04,2.654,0.95,2.654
2024-06-05,2.641,-0.49,2.641
2024-06-06,2.639,-0.08,2.639
2024-06-07,2.628,-0.42,2.628
2024-06-11,2.612,-0.61,2.612
2024-06-12,2.607,-0.19,2.607
2024-06-13,2.595,-0.46,2.595
2024-06-14,2.608,0.5,2.608
2024-06-17,2.594,-0.54,2.594
2024-06-18,2.597,0.12,2.597
2024-06-19,2.583,-0.54,2.583
2024-06-20,2.559,-0.93,2.559
2024-06-21,2.562,0.12,2.562
2024-06-24,2.549,-0.51,2.549
2024-06-25,2.54,-0.35,2.54
2024-06-26,2.555,0.59,2.555
2024-06-27,2.544,-0.43,2.544
2024-06-28,2.552,0.31,2.552
2024-06-30,2.551,-0.04,2.551
2024-07-01,2.565,0.55,2.565
2024-07-02,2.544,-0.82,2.544
2024-07-03,2.541,-0.12,2.541
2024-07-04,2.527,-0.55,2.527
2024-07-05,2.519,-0.32,2.519
2024-07-08,2.491,-1.11,2.491
2024-07-09,2.514,0.92,2.514
2024-07-10,2.51,-0.16,2.51
2024-07-11,2.53,0.8,2.53
2024-07-12,2.544,0.55,2.544
2024-07-15,2.536,-0.31,2.536
2024-07-16,2.543,0.28,2.543
2024-07-17,2.549,0.24,2.549
2024-07-18,2.575,1.02,2.575
2024-07-19,2.588,0.5,2.588
2024-07-22,2.569,-0.73,2.569
2024-07-23,2.519,-1.95,2.519
2024-07-24,2.499,-0.79,2.499
2024-07-25,2.493,-0.24,2.493
2024-07-26,2.498,0.2,2.498
2024-07-29,2.482,-0.64,2.482
2024-07-30,2.472,-0.4,2.472
2024-07-31,2.516,1.78,2.516
2024-08-01,2.487,-1.15,2.487
2024-08-02,2.469,-0.72,2.469
2024-08-05,2.447,-0.89,2.447
2024-08-06,2.448,0.04,2.448
2024-08-07,2.446,-0.08,2.446
2024-08-08,2.454,0.33,2.454
2024-08-09,2.431,-0.94,2.431
2024-08-12,2.427,-0.16,2.427
2024-08-13,2.433,0.25,2.433
2024-08-14,2.426,-0.29,2.426
2024-08-15,2.446,0.82,2.446
2024-08-16,2.448,0.08,2.448
2024-08-19,2.453,0.2,2.453
2024-08-20,2.438,-0.61,2.438
2024-08-21,2.423,-0.62,2.423
2024-08-22,2.418,-0.21,2.418
2024-08-23,2.431,0.54,2.431
2024-08-26,2.433,0.08,2.433
2024-08-27,2.424,-0.37,2.424
2024-08-28,2.417,-0.29,2.417
2024-08-29,2.42,0.12,2.42
2024-08-30,2.456,1.49,2.456
2024-09-02,2.421,-1.43,2.421
2024-09-03,2.438,0.7,2.438
2024-09-04,2.435,-0.12,2.435
2024-09-05,2.441,0.25,2.441
2024-09-06,2.422,-0.78,2.422
2024-09-09,2.396,-1.07,2.396
2024-09-10,2.404,0.33,2.404
2024-09-11,2.403,-0.04,2.403
2024-09-12,2.381,-0.92,2.381
2024-09-13,2.368,-0.55,2.368
2024-09-18,2.383,0.63,2.383
2024-09-19,2.398,0.63,2.398
2024-09-20,2.408,0.42,2.408
2024-09-23,2.414,0.25,2.414
2024-09-24,2.492,3.23,2.492
2024-09-25,2.515,0.92,2.515
2024-09-26,2.615,3.98,2.615
2024-09-27,2.719,3.98,2.719
2024-09-30,2.926,7.61,2.926
2024-10-08,3.067,4.82,3.067
2024-10-09,2.842,-7.34,2.842
2024-10-10,2.902,2.11,2.902
2024-10-11,2.818,-2.89,2.818
2024-10-14,2.868,1.77,2.868
2024-10-15,2.808,-2.09,2.808
2024-10-16,2.791,-0.61,2.791
2024-10-17,2.765,-0.93,2.765
2024-10-18,2.835,2.53,2.835
2024-10-21,2.853,0.63,2.853
2024-10-22,2.861,0.28,2.861
2024-10-23,2.875,0.49,2.875
2024-10-24,2.847,-0.97,2.847
2024-10-25,2.863,0.56,2.863
2024-10-28,2.867,0.14,2.867
2024-10-29,2.836,-1.08,2.836
2024-10-30,2.833,-0.11,2.833
2024-10-31,2.833,0.0,2.833
2024-11-01,2.82,-0.46,2.82
2024-11-04,2.845,0.89,2.845
2024-11-05,2.902,2.0,2.902
2024-11-06,2.887,-0.52,2.887
2024-11-07,2.944,1.97,2.944
2024-11-08,2.931,-0.44,2.931
2024-11-11,2.956,0.85,2.956
2024-11-12,2.909,-1.59,2.909
2024-11-13,2.947,1.31,2.947
2024-11-14,2.893,-1.83,2.893
2024-11-15,2.874,-0.66,2.874
2024-11-18,2.84,-1.18,2.84
2024-11-19,2.847,0.25,2.847
2024-11-20,2.857,0.35,2.857
2024-11-21,2.851,-0.21,2.851
2024-11-22,2.784,-2.35,2.784
2024-11-25,2.773,-0.4,2.773
2024-11-26,2.773,0.0,2.773
2024-11-27,2.819,1.66,2.819
2024-11-28,2.791,-0.99,2.791
2024-11-29,2.819,1.0,2.819
2024-12-02,2.839,0.71,2.839
2024-12-03,2.844,0.18,2.844
2024-12-04,2.831,-0.46,2.831
2024-12-05,2.842,0.39,2.842
2024-12-06,2.875,1.16,2.875
2024-12-09,2.867,-0.28,2.867
2024-12-10,2.897,1.05,2.897
2024-12-11,2.91,0.45,2.91
2024-12-12,2.924,0.48,2.924
2024-12-13,2.886,-1.3,2.886
2024-12-16,2.875,-0.38,2.875
2024-12-17,2.877,0.07,2.877
2024-12-18,2.896,0.66,2.896
2024-12-19,2.914,0.62,2.914
2024-12-20,2.907,-0.24,2.907
2024-12-23,2.883,-0.83,2.883
2024-12-24,2.914,1.08,2.914
2024-12-25,2.911,-0.1,2.911
2024-12-26,2.937,0.89,2.937
2024-12-27,2.927,-0.34,2.927
2024-12-30,2.932,0.17,2.932
2024-12-31,2.916,-0.55,2.916
2025-01-02,2.85,-2.26,2.85
2025-01-03,2.799,-1.79,2.799
2025-01-06,2.768,-1.11,2.768
2025-01-07,2.789,0.76,2.789
2025-01-08,2.789,0.0,2.789
2025-01-09,2.793,0.14,2.793
2025-01-10,2.751,-1.5,2.751
2025-01-13,2.752,0.04,2.752
2025-01-14,2.814,2.25,2.814
2025-01-15,2.791,-0.82,2.791
2025-01-16,2.794,0.11,2.794
2025-01-17,2.82,0.93,2.82
2025-01-20,2.816,-0.14,2.816
2025-01-21,2.823,0.25,2.823
2025-01-22,2.812,-0.39,2.812
2025-01-23,2.803,-0.32,2.803
2025-01-24,2.838,1.25,2.838
2025-01-27,2.837,-0.04,2.837
2025-02-05,2.888,1.8,2.888
2025-02-06,2.95,2.15,2.95
2025-02-07,2.969,0.64,2.969
2025-02-10,3.015,1.55,3.015
2025-02-11,3.061,1.53,3.061
2025-02-12,3.135,2.42,3.135
2025-02-13,3.172,1.18,3.172
2025-02-14,3.259,2.74,3.259
2025-02-17,3.223,-1.1,3.223
2025-02-18,3.165,-1.8,3.165
2025-02-19,3.185,0.63,3.185
2025-02-20,3.164,-0.66,3.164
2025-02-21,3.225,1.93,3.225
2025-02-24,3.231,0.19,3.231
2025-02-25,3.173,-1.8,3.173
2025-02-26,3.182,0.28,3.182
2025-02-27,3.175,-0.22,3.175
2025-02-28,3.127,-1.51,3.127
2025-03-03,3.116,-0.35,3.116
2025-03-04,3.128,0.39,3.128
2025-03-05,3.139,0.35,3.139
2025-03-06,3.183,1.4,3.183
2025-03-07,3.167,-0.5,3.167
2025-03-10,3.151,-0.51,3.151
2025-03-11,3.171,0.63,3.171
2025-03-12,3.172,0.03,3.172
2025-03-13,3.149,-0.73,3.149
2025-03-14,3.219,2.22,3.219
2025-03-17,3.206,-0.4,3.206
2025-03-18,3.213,0.22,3.213
2025-03-19,3.198,-0.47,3.198
2025-03-20,3.162,-1.13,3.162
2025-03-21,3.126,-1.14,3.126
2025-03-24,3.142,0.51,3.142
2025-03-25,3.133,-0.29,3.133
2025-03-26,3.139,0.19,3.139
2025-03-27,3.157,0.57,3.157
2025-03-28,3.158,0.03,3.158
2025-03-31,3.156,-0.06,3.156
2025-04-01,3.173,0.54,3.173
2025-04-02,3.183,0.32,3.183
2025-04-03,3.185,0.06,3.185
2025-04-07,2.987,-6.22,2.987
2025-04-08,3.04,1.77,3.04
2025-04-09,3.08,1.32,3.08
2025-04-10,3.118,1.23,3.118
2025-04-11,3.11,-0.26,3.11
2025-04-14,3.107,-0.1,3.107
2025-04-15,3.114,0.23,3.114
2025-04-16,3.126,0.39,3.126
2025-04-17,3.128,0.06,3.128
2025-04-18,3.135,0.22,3.135
2025-04-21,3.143,0.26,3.143
2025-04-22,3.123,-0.64,3.123
2025-04-23,3.105,-0.58,3.105
2025-04-24,3.1,-0.16,3.1
2025-04-25,3.087,-0.42,3.087
2025-04-28,3.076,-0.36,3.076
2025-04-29,3.084,0.26,3.084
2025-04-30,3.119,1.13,3.119
2025-05-06,3.149,0.96,3.149
2025-05-07,3.146,-0.1,3.146
2025-05-08,3.145,-0.03,3.145
2025-05-09,3.128,-0.54,3.128
2025-05-12,3.144,0.51,3.144
2025-05-13,3.142,-0.06,3.142
2025-05-14,3.154,0.38,3.154
2025-05-15,3.133,-0.67,3.133
2025-05-16,3.131,-0.06,3.131
2025-05-19,3.125,-0.19,3.125
2025-05-20,3.151,0.83,3.151
2025-05-21,3.151,0.0,3.151
2025-05-22,3.144,-0.22,3.144
2025-05-23,3.123,-0.67,3.123
2025-05-26,3.123,0.0,3.123
2025-05-27,3.115,-0.26,3.115
2025-05-28,3.125,0.32,3.125
2025-05-29,3.136,0.35,3.136
2025-05-30,3.124,-0.38,3.124
2025-06-03,3.133,0.29,3.133
2025-06-04,3.14,0.22,3.14
2025-06-05,3.137,-0.1,3.137
2025-06-06,3.135,-0.06,3.135
2025-06-09,3.135,0.0,3.135
2025-06-10,3.119,-0.51,3.119
2025-06-11,3.125,0.19,3.125
2025-06-12,3.122,-0.1,3.122
2025-06-13,3.079,-1.38,3.079
2025-06-16,3.092,0.42,3.092
2025-06-17,3.081,-0.36,3.081
2025-06-18,3.079,-0.06,3.079
2025-06-19,3.061,-0.58,3.061
2025-06-20,3.057,-0.13,3.057
2025-06-23,3.043,-0.46,3.043
2025-06-24,3.074,1.02,3.074
2025-06-25,3.094,0.65,3.094
2025-06-26,3.083,-0.36,3.083
2025-06-27,3.081,-0.06,3.081
2025-06-30,3.096,0.49,3.096
2025-07-01,3.095,-0.03,3.095
2025-07-02,3.077,-0.58,3.077
2025-07-03,3.086,0.29,3.086
2025-07-04,3.088,0.06,3.088
2025-07-07,3.079,-0.29,3.079
2025-07-08,3.092,0.42,3.092
2025-07-09,3.105,0.42,3.105
2025-07-10,3.11,0.16,3.11
2025-07-11,3.116,0.19,3.116
2025-07-14,3.11,-0.19,3.11
2025-07-15,3.096,-0.45,3.096
2025-07-16,3.092,-0.13,3.092
2025-07-17,3.112,0.65,3.112
2025-07-18,3.116,0.13,3.116
2025-07-21,3.13,0.45,3.13
2025-07-22,3.139,0.29,3.139
2025-07-23,3.137,-0.06,3.137
2025-07-24,3.162,0.8,3.162
2025-07-25,3.151,-0.35,3.151
2025-07-28,3.145,-0.19,3.145
2025-07-29,3.15,0.16,3.15
2025-07-30,3.169,0.6,3.169
2025-07-31,3.125,-1.39,3.125
2025-08-01,3.12,-0.16,3.12
2025-08-04,3.131,0.35,3.131
2025-08-05,3.156,0.8,3.156
2025-08-06,3.154,-0.06,3.154
2025-08-07,3.149,-0.16,3.149
2025-08-08,3.138,-0.35,3.138
2025-08-11,3.167,0.92,3.167
2025-08-12,3.168,0.03,3.168
2025-08-13,3.186,0.57,3.186
2025-08-14,3.167,-0.6,3.167
2025-08-15,3.182,0.47,3.182
2025-08-18,3.238,1.76,3.238
2025-08-19,3.233,-0.15,3.233
2025-08-20,3.279,1.42,3.279
2025-08-21,3.315,1.1,3.315
2025-08-22,3.363,1.45,3.363
2025-08-25,3.407,1.31,3.407
2025-08-26,3.409,0.06,3.409
2025-08-27,3.364,-1.32,3.364
2025-08-28,3.405,1.22,3.405
2025-08-29,3.404,-0.03,3.404
2025-09-01,3.433,0.85,3.433
2025-09-02,3.392,-1.19,3.392
2025-09-03,3.359,-0.97,3.359
2025-09-04,3.312,-1.4,3.312
2025-09-05,3.36,1.45,3.36
2025-09-08,3.407,1.4,3.407
2025-09-09,3.38,-0.79,3.38
2025-09-10,3.396,0.47,3.396
2025-09-11,3.446,1.47,3.446
2025-09-12,3.428,-0.52,3.428
2025-09-15,3.435,0.2,3.435
2025-09-16,3.428,-0.2,3.428
2025-09-17,3.441,0.38,3.441
2025-09-18,3.413,-0.81,3.413
2025-09-19,3.44,0.79,3.44
2025-09-22,3.441,0.03,3.441
2025-09-23,3.438,-0.09,3.438
2025-09-24,3.498,1.75,3.498
2025-09-25,3.523,0.71,3.523
2025-09-26,3.478,-1.28,3.478
2025-09-29,3.48,0.06,3.48
2025-09-30,3.485,0.14,3.485
2025-10-09,3.497,0.34,3.497
2025-10-10,3.442,-1.57,3.442
2025-10-13,3.409,-0.96,3.409
2025-10-14,3.373,-1.06,3.373
2025-10-15,3.403,0.89,3.403
2025-10-16,3.416,0.38,3.416
2025-10-17,3.35,-1.93,3.35
2025-10-20,3.376,0.78,3.376
2025-10-21,3.409,0.98,3.409
2025-10-22,3.388,-0.62,3.388
2025-10-23,3.396,0.24,3.396
2025-10-24,3.406,0.29,3.406
2025-10-27,3.426,0.59,3.426
2025-10-28,3.42,-0.18,3.42
2025-10-29,3.433,0.38,3.433
2025-10-30,3.407,-0.76,3.407
2025-10-31,3.404,-0.09,3.404
2025-11-03,3.427,0.68,3.427
2025-11-04,3.394,-0.96,3.394
2025-11-05,3.382,-0.35,3.382
2025-11-06,3.38,-0.06,3.38
2025-11-07,3.361,-0.56,3.361
2025-11-10,3.4,1.16,3.4
2025-11-11,3.379,-0.62,3.379
2025-11-12,3.388,0.27,3.388
2025-11-13,3.4,0.35,3.4
2025-11-14,3.358,-1.24,3.358
2025-11-17,3.346,-0.36,3.346
2025-11-18,3.359,0.39,3.359
2025-11-19,3.339,-0.6,3.339
2025-11-20,3.322,-0.51,3.322
2025-11-21,3.278,-1.32,3.278
2025-11-24,3.294,0.49,3.294
2025-11-25,3.313,0.58,3.313
2025-11-26,3.319,0.18,3.319
2025-11-27,3.302,-0.51,3.302
2025-11-28,3.314,0.36,3.314
2025-12-01,3.346,0.97,3.346
2025-12-02,3.333,-0.39,3.333
2025-12-03,3.313,-0.6,3.313
2025-12-04,3.305,-0.24,3.305
2025-12-05,3.299,-0.18,3.299
2025-12-08,3.297,-0.06,3.297
2025-12-09,3.275,-0.67,3.275
2025-12-10,3.284,0.27,3.284
2025-12-11,3.249,-1.07,3.249
2025-12-12,3.276,0.83,3.276
2025-12-15,3.254,-0.67,3.254
2025-12-16,3.248,-0.18,3.248
2025-12-17,3.289,1.26,3.289
2025-12-18,3.289,0.0,3.289
2025-12-19,3.297,0.24,3.297
2025-12-22,3.284,-0.39,3.284
2025-12-23,3.269,-0.46,3.269
2025-12-24,3.264,-0.15,3.264
2025-12-25,3.275,0.34,3.275
2025-12-26,3.263,-0.37,3.263
2025-12-29,3.251,-0.37,3.251
2025-12-30,3.253,0.06,3.253
2025-12-31,3.273,0.61,3.273
2026-01-05,3.318,1.37,3.318
2026-01-06,3.356,1.15,3.356
2026-01-07,3.33,-0.77,3.33
2026-01-08,3.324,-0.18,3.324
2026-01-09,3.369,1.35,3.369
2026-01-12,3.452,2.46,3.452
2026-01-13,3.422,-0.87,3.422
2026-01-14,3.409,-0.38,3.409
2026-01-15,3.403,-0.18,3.403
2026-01-16,3.366,-1.09,3.366
2026-01-19,3.375,0.27,3.375
2026-01-20,3.379,0.12,3.379
2026-01-21,3.347,-0.95,3.347
2026-01-22,3.338,-0.27,3.338
2026-01-23,3.332,-0.18,3.332
2026-01-26,3.298,-1.02,3.298
2026-01-27,3.284,-0.42,3.284
2026-01-28,3.257,-0.82,3.257
2026-01-29,3.326,2.12,3.326
2026-01-30,3.295,-0.93,3.295
2026-02-02,3.274,-0.64,3.274
2026-02-03,3.318,1.34,3.318
2026-02-04,3.339,0.63,3.339
2026-02-05,3.367,0.84,3.367
2026-02-06,3.333,-1.01,3.333
2026-02-09,3.356,0.69,3.356
2026-02-10,3.385,0.86,3.385
2026-02-11,3.359,-0.77,3.359
2026-02-12,3.325,-1.01,3.325
2026-02-13,3.307,-0.54,3.307
2026-02-24,3.273,-1.03,3.273
2026-02-25,3.272,-0.03,3.272
2026-02-26,3.252,-0.61,3.252
2026-02-27,3.244,-0.25,3.244
2026-03-02,3.176,-2.1,3.176
2026-03-03,3.124,-1.64,3.124
2026-03-04,3.079,-1.44,3.079
2026-03-05,3.088,0.29,3.088
2026-03-06,3.114,0.84,3.114
2026-03-09,3.077,-1.19,3.077
2026-03-10,3.119,1.36,3.119
2026-03-11,3.109,-0.32,3.109
2026-03-12,3.091,-0.58,3.091
2026-03-13,3.096,0.16,3.096
2026-03-16,3.099,0.1,3.099
2026-03-17,3.104,0.16,3.104
2026-03-18,3.092,-0.39,3.092
2026-03-19,3.039,-1.71,3.039
2026-03-20,3.01,-0.95,3.01
2026-03-23,2.882,-4.25,2.882
2026-03-24,2.931,1.7,2.931
2026-03-25,2.988,1.94,2.988
2026-03-26,2.953,-1.17,2.953
2026-03-27,2.977,0.81,2.977
2026-03-30,2.949,-0.94,2.949
2026-03-31,2.964,0.51,2.964
2026-04-01,3.025,2.06,3.025
2026-04-02,2.993,-1.06,2.993
2026-04-03,2.949,-1.47,2.949
2026-04-07,2.951,0.07,2.951
2026-04-08,3.048,3.29,3.048
2026-04-09,3.01,-1.25,3.01
2026-04-10,3.035,0.83,3.035
2026-04-13,2.994,-1.35,2.994
2026-04-14,3.009,0.5,3.009
2026-04-15,3.025,0.53,3.025
2026-04-16,3.051,0.86,3.051
2026-04-17,3.024,-0.88,3.024
2026-04-20,3.061,1.22,3.061
2026-04-21,3.065,0.13,3.065
2026-04-22,3.062,-0.1,3.062
2026-04-23,3.049,-0.42,3.049
2026-04-24,3.027,-0.72,3.027
2026-04-27,3.046,0.63,3.046
2026-04-28,3.03,-0.53,3.03
2026-04-29,3.079,1.62,3.079
2026-04-30,3.052,-0.88,3.052
2026-05-06,3.062,0.33,3.062
2026-05-07,3.082,0.65,3.082
2026-05-08,3.097,0.49,3.097
2026-05-11,3.1,0.1,3.1
2026-05-12,3.08,-0.65,3.08
2026-05-13,3.092,0.39,3.092
2026-05-14,3.035,-1.84,3.035
2026-05-15,3.025,-0.33,3.025
2026-05-18,2.987,-1.26,2.987
